 ,X,Y
1,-0.145,1.485
2,-0.532,8.501
3,0.144,1.485
4,0.305,7.729
5,0.337,1.421
6,6.259,7.053
7,0.466,1.067
8,9.187,2.934
9,0.563,0.552
10,10.474,0.456
11,0.659,0.037
12,11.150,-0.349
13,0.627,-0.381
14,9.316,-2.344
15,0.466,-0.735
16,7.385,-2.473
17,0.241,-1.121
18,6.001,-4.436
19,-0.017,-1.443
20,2.783,-6.753
21,-0.403,-1.218
22,-4.715,-5.916
23,-0.628,-0.864
24,-4.812,-7.075
25,-0.757,-0.639
26,-8.609,-2.312
27,-0.950,-0.349
28,-9.542,-3.825
29,-0.789,0.134
30,-11.312,0.906
31,-0.821,0.649
32,-10.154,2.451
33,-0.628,1.035
34,-7.708,5.572
35,-0.435,1.550
36,-4.651,8.533
