 ,X,Y
1,0.116,1.116
2,2.767,5.535
3,0.256,0.721
4,5.326,4.279
5,0.372,0.326
6,5.302,4.884
7,0.419,0.140
8,7.698,-0.721
9,0.488,-0.209
10,7.302,-3.186
11,0.442,-0.581
12,5.488,-5.349
13,0.279,-0.884
14,3.349,-5.465
15,-0.116,-1.093
16,1.535,-4.953
17,-0.488,-0.651
18,-6.116,-3.442
19,-0.674,-0.372
20,-8.093,-0.651
21,-0.837,-0.209
22,-8.419,-1.070
23,-0.558,0.209
24,-8.279,2.233
25,-0.605,0.628
26,-6.628,4.047
27,-0.512,1.047
28,-4.512,5.233
29,-0.302,1.302
30,-1.535,6.558
31,0.000,1.326
32,0.349,6.023
