 ,X,Y
1,-0.519,1.118
2,0.619,3.913
3,-0.319,1.038
4,1.018,4.053
5,-0.260,0.858
6,1.817,3.494
7,-0.080,0.759
8,3.334,2.416
9,0.020,0.619
10,4.033,2.116
11,0.080,0.439
12,3.893,1.877
13,0.080,0.240
14,4.452,0.679
15,0.040,0.080
16,4.672,-0.020
17,0.080,-0.100
18,4.871,-0.998
19,0.060,-0.299
20,4.652,-1.477
21,-0.060,-0.459
22,3.873,-1.996
23,-0.240,-0.559
24,2.496,-2.456
25,-0.419,-0.519
26,0.220,-2.955
27,-0.559,-0.459
28,-0.100,-2.595
29,-0.759,-0.559
30,-0.439,-2.835
31,-0.898,-0.459
32,-3.853,-2.276
33,-1.038,-0.359
34,-4.552,-2.236
35,-1.178,-0.180
36,-4.891,-1.238
37,-1.218,0.000
38,-5.730,0.200
39,-1.278,0.220
40,-5.590,0.519
41,-1.218,0.559
42,-5.111,2.216
43,-1.198,0.739
44,-4.272,2.855
45,-1.098,0.998
46,-3.254,3.813
47,-0.958,1.158
48,-3.354,3.953
49,-0.819,1.378
50,-1.697,4.751
51,-0.659,1.298
52,-0.799,4.272
