 ,X,Y
1,0.211,0.745
2,1.962,2.869
3,0.273,0.646
4,2.124,2.794
5,0.422,0.559
6,2.906,2.161
7,0.472,0.373
8,2.446,2.161
9,0.534,0.236
10,3.229,1.888
11,0.621,0.062
12,3.999,0.534
13,0.609,-0.112
14,3.403,-0.323
15,0.571,-0.273
16,4.148,-1.254
17,0.422,-0.435
18,3.428,-1.950
19,0.323,-0.584
20,2.658,-2.596
21,0.137,-0.621
22,1.826,-3.105
23,0.012,-0.658
24,-0.050,-3.216
25,-0.099,-0.472
26,-0.633,-3.167
27,-0.261,-0.509
28,-3.328,-1.018
29,-0.373,-0.348
30,-3.924,-1.341
31,-0.385,-0.186
32,-3.216,-0.832
33,-0.397,-0.037
34,-4.657,-0.758
35,-0.509,0.099
36,-4.769,-0.497
37,-0.484,0.273
38,-3.986,0.335
39,-0.422,0.546
40,-2.707,2.906
41,-0.335,0.671
42,-1.689,3.030
43,-0.149,0.671
44,-0.248,3.365
45,-0.050,0.820
46,-0.099,3.241
