 ,X,Y
1,0.059,0.891
2,-0.418,5.384
3,0.340,0.891
4,3.232,4.036
5,0.396,0.694
6,5.478,1.256
7,0.536,0.498
8,6.124,1.677
9,0.649,0.273
10,6.601,1.144
11,0.536,-0.036
12,6.742,0.694
13,0.593,-0.260
14,6.489,-0.036
15,0.565,-0.569
16,4.917,-1.524
17,0.480,-0.794
18,3.822,-1.215
19,0.171,-0.962
20,2.362,-3.967
21,-0.137,-0.934
22,-0.362,-4.472
23,-0.362,-0.738
24,-4.490,-1.664
25,-0.502,-0.485
26,-5.332,-0.766
27,-0.587,-0.260
28,-6.399,-0.344
29,-0.502,-0.008
30,-6.736,1.059
31,-0.474,0.357
32,-6.371,2.435
33,-0.446,0.666
34,-4.714,3.980
35,-0.278,0.919
36,-4.068,3.923
37,-0.053,1.144
38,-2.019,5.468
