 ,X,Y
1,0.004,0.981
2,0.392,4.470
3,0.263,0.800
4,3.752,4.082
5,0.418,0.619
6,4.579,2.971
7,0.495,0.387
8,5.121,3.539
9,0.495,0.180
10,6.336,0.826
11,0.444,-0.079
12,6.853,0.671
13,0.521,-0.337
14,6.724,-0.751
15,0.418,-0.596
16,5.664,-0.828
17,0.314,-0.725
18,4.243,-2.482
19,0.133,-0.906
20,1.710,-3.929
21,-0.022,-1.009
22,1.271,-4.033
23,-0.254,-1.009
24,1.710,-2.947
25,-0.306,-0.802
26,-1.960,-4.007
27,-0.461,-0.647
28,-4.803,-1.733
29,-0.564,-0.466
30,-5.371,-1.345
31,-0.590,-0.234
32,-6.767,-0.906
33,-0.590,-0.001
34,-7.387,1.394
35,-0.539,0.309
36,-6.224,2.997
37,-0.383,0.619
38,-4.854,3.772
39,-0.177,0.826
40,-4.338,3.410
41,-0.099,1.033
42,-3.278,4.031
