 ,X,Y
1,0.292,0.906
2,1.463,4.553
3,0.326,0.720
4,3.441,3.638
5,0.375,0.522
6,4.851,2.030
7,0.523,0.349
8,5.345,1.907
9,0.548,0.151
10,5.247,0.720
11,0.523,-0.096
12,6.013,0.819
13,0.474,-0.368
14,5.815,-0.220
15,0.375,-0.566
16,4.356,-1.728
17,0.227,-0.764
18,3.268,-2.989
19,-0.045,-0.838
20,-0.391,-3.286
21,-0.268,-0.888
22,-0.812,-3.138
23,-0.391,-0.665
24,-3.977,-1.704
25,-0.391,-0.393
26,-5.263,-0.541
27,-0.490,-0.096
28,-6.030,0.151
29,-0.416,0.151
30,-5.881,1.239
31,-0.391,0.374
32,-5.139,1.709
33,-0.243,0.547
34,-4.768,1.165
35,-0.144,0.794
36,-3.087,3.316
37,0.029,1.041
38,-1.999,4.330
