 ,X,Y
1,0.108,0.879
2,1.164,3.772
3,0.199,0.679
4,3.310,2.735
5,0.272,0.497
6,3.110,2.153
7,0.363,0.279
8,4.893,0.734
9,0.327,0.043
10,5.385,0.388
11,0.381,-0.230
12,4.966,0.334
13,0.381,-0.394
14,4.511,-1.559
15,0.163,-0.831
16,2.583,-2.923
17,-0.019,-1.067
18,-0.201,-4.106
19,-0.256,-0.867
20,-2.330,-2.778
21,-0.274,-0.649
22,-3.658,-2.796
23,-0.328,-0.394
24,-4.713,-2.159
25,-0.456,-0.048
26,-5.459,-0.740
27,-0.401,0.206
28,-5.532,0.425
29,-0.310,0.643
30,-4.568,1.225
31,-0.347,0.934
32,-3.931,1.698
33,-0.146,1.116
34,-1.202,3.791
35,0.181,1.116
36,-0.256,3.609
