 ,X,Y
1,0.140,1.455
2,-0.368,5.143
3,0.295,1.455
4,3.718,3.045
5,0.471,1.256
6,4.226,3.178
7,0.538,0.969
8,4.403,2.891
9,0.604,0.748
10,5.640,1.455
11,0.582,0.527
12,6.479,0.395
13,0.604,0.240
14,6.833,-0.820
15,0.538,-0.158
16,6.700,-1.262
17,5.397,-2.057
18,5.397,-2.057
19,0.449,-0.511
20,4.779,-2.278
21,0.405,-0.710
22,3.762,-2.322
23,0.228,-0.820
24,1.708,-3.758
25,0.008,-0.931
26,0.228,-4.023
27,-0.235,-0.953
28,-0.324,-3.912
29,-0.434,-0.864
30,-1.296,-3.890
31,-0.523,-0.688
32,-3.217,-3.051
33,-0.567,-0.356
34,-4.984,-1.814
35,-0.589,-0.091
36,-5.669,-0.931
37,-0.478,0.306
38,-6.398,-0.533
39,-6.000,1.565
40,-6.000,1.565
41,-5.117,2.603
42,-5.117,2.603
43,-0.346,1.057
44,-4.366,2.913
45,-0.235,1.433
46,-3.836,3.597
47,-0.059,1.433
48,-2.643,3.818
