 ,X,Y
1,-0.089,1.630
2,-0.714,8.586
3,0.316,1.409
4,3.739,8.218
5,0.832,1.078
6,9.408,3.765
7,1.163,0.673
8,10.475,1.519
9,1.273,0.231
10,10.512,-0.321
11,1.236,-0.321
12,9.260,-2.861
13,0.979,-0.763
14,7.310,-4.259
15,0.574,-0.983
16,6.021,-4.333
17,0.427,-1.167
18,3.592,-5.437
19,0.169,-1.352
20,0.721,-5.842
21,-0.273,-1.241
22,-0.898,-5.474
23,-0.677,-0.873
24,-5.794,-3.486
25,-1.046,-0.726
26,-7.413,-3.707
27,-1.156,-0.395
28,-9.069,-3.339
29,-1.340,0.121
30,-10.615,0.305
31,-1.340,0.746
32,-10.431,3.029
33,-1.193,1.188
34,-9.033,5.568
35,-0.751,1.519
36,-7.229,6.672
