 ,X,Y
1,-0.129,1.509
2,-0.800,8.437
3,0.477,1.612
4,3.835,8.875
5,0.514,0.955
6,8.799,5.080
7,0.879,0.554
8,10.149,2.780
9,1.353,0.152
10,10.770,0.225
11,1.353,-0.359
12,9.748,-2.074
13,1.171,-0.724
14,8.288,-3.059
15,0.806,-1.235
16,4.638,-4.702
17,0.477,-1.417
18,2.229,-6.052
19,0.112,-1.381
20,1.098,-5.943
21,-0.107,-1.344
22,-0.180,-6.563
23,-0.472,-1.125
24,-4.231,-4.665
25,-0.691,-1.052
26,-5.435,-4.848
27,-0.837,-0.833
28,-7.224,-4.446
29,-1.238,-0.578
30,-8.939,-3.972
31,-1.457,-0.030
32,-10.180,-1.308
33,-1.129,0.444
34,-10.472,0.481
35,-0.691,0.955
36,-9.122,4.678
37,-0.399,1.320
38,-7.479,6.321
