 ,X,Y
1,0.042,1.084
2,0.394,4.708
3,0.218,0.967
4,1.920,3.754
5,0.335,0.894
6,2.198,3.314
7,0.409,0.703
8,3.035,2.419
9,0.497,0.542
10,3.372,1.921
11,0.629,0.424
12,3.827,1.744
13,0.673,0.277
14,4.179,0.703
15,4.150,-0.295
16,4.120,-0.295
17,0.643,-0.089
18,4.296,-1.175
19,0.585,-0.368
20,3.930,-2.084
21,0.511,-0.573
22,3.621,-2.642
23,0.409,-0.779
24,3.093,-3.053
25,0.130,-0.926
26,0.863,-4.021
27,-0.075,-0.896
28,-0.340,-3.992
29,-0.384,-0.837
30,-2.261,-3.507
31,-0.604,-0.647
32,-3.684,-2.525
33,-0.824,-0.456
34,-4.594,-1.395
35,-0.868,-0.192
36,-5.005,-0.324
37,-0.882,0.101
38,-4.711,0.571
39,-0.838,0.351
40,-4.344,1.495
41,-0.750,0.542
42,-3.552,1.451
43,-0.604,0.718
44,-2.760,2.639
45,-0.442,0.879
46,-2.056,3.417
47,-0.252,1.011
48,-0.868,3.989
49,-0.090,1.099
50,-0.721,4.062
