 ,X,Y
1,-0.020,0.873
2,0.682,3.584
3,0.117,0.805
4,1.741,2.593
5,0.214,0.653
6,2.704,1.589
7,0.324,0.584
8,3.076,1.451
9,0.351,0.447
10,3.750,0.640
11,0.406,0.337
12,3.296,-0.241
13,0.434,0.185
14,3.626,0.640
15,0.461,0.034
16,3.778,-0.282
17,0.461,-0.131
18,3.998,-0.750
19,0.351,-0.296
20,3.406,-1.603
21,0.241,-0.461
22,2.842,-1.700
23,0.159,-0.571
24,2.058,-2.223
25,-0.006,-0.654
26,1.411,-2.704
27,-0.254,-0.668
28,-2.057,-2.635
29,-0.433,-0.585
30,-2.841,-2.402
31,-0.557,-0.448
32,-3.956,-1.438
33,-0.653,-0.310
34,-4.121,-1.177
35,-0.708,-0.076
36,-4.327,-0.475
37,-0.736,0.089
38,-4.245,0.158
39,-0.667,0.268
40,-3.749,1.383
41,-0.584,0.447
42,-3.336,1.878
43,-0.502,0.612
44,-2.841,2.800
45,-0.378,0.763
46,-2.525,2.965
47,-0.254,0.901
48,-1.892,3.171
49,-0.103,0.984
50,-0.378,3.378
