 ,X,Y
1,0.150,0.993
2,-0.020,5.420
3,0.361,0.827
4,4.713,2.231
5,0.562,0.647
6,5.275,1.289
7,0.742,0.446
8,5.916,1.409
9,0.662,0.105
10,6.498,-0.837
11,0.622,-0.175
12,5.836,-2.402
13,0.541,-0.496
14,5.275,-2.923
15,0.401,-0.717
16,3.931,-3.805
17,0.201,-0.897
18,2.687,-4.327
19,0.020,-1.038
20,-1.564,-4.066
21,-0.201,-0.877
22,-1.865,-4.307
23,-0.341,-0.757
24,-3.871,-2.602
25,-0.582,-0.557
26,-5.435,-2.743
27,-0.582,-0.256
28,-6.157,-1.900
29,-0.702,0.045
30,-6.478,0.567
31,-0.742,0.386
32,-6.017,1.569
33,-0.662,0.647
34,-5.034,2.893
35,-0.461,0.948
36,-3.510,4.417
37,-0.100,1.148
38,1.464,4.598
