 ,X,Y
1,0.152,1.072
2,1.853,3.462
3,0.346,0.749
4,2.865,2.557
5,0.432,0.361
6,3.576,1.782
7,0.411,0.146
8,3.942,0.577
9,0.648,-0.177
10,3.791,-0.521
11,0.540,-0.435
12,3.253,-1.576
13,0.411,-0.737
14,2.585,-2.588
15,0.239,-0.887
16,1.294,-3.041
17,-0.127,-0.995
18,-0.752,-3.256
19,-0.429,-0.866
20,-1.656,-3.170
21,-0.644,-0.780
22,-2.776,-2.567
23,-0.816,-0.500
24,-3.508,-1.555
25,-0.816,-0.220
26,-4.024,-0.608
27,-0.730,0.124
28,-3.701,0.620
29,-0.537,0.447
30,-2.646,1.782
31,-0.407,0.706
32,-2.259,2.665
33,-0.214,1.050
34,-1.096,3.160
35,-0.041,1.266
36,0.432,4.108
