 ,X,Y
1,0.149,0.991
2,0.457,3.272
3,0.211,0.729
4,1.660,2.486
5,0.257,0.544
6,2.322,1.746
7,0.349,0.344
8,2.662,1.546
9,0.396,0.128
10,3.078,0.698
11,0.457,-0.150
12,2.985,-0.458
13,0.442,-0.319
14,2.847,-0.751
15,0.457,-0.551
16,2.322,-1.398
17,0.288,-0.689
18,1.213,-2.138
19,0.149,-0.797
20,0.781,-2.323
21,0.026,-0.782
22,-0.468,-2.215
23,-0.344,-0.581
24,-1.331,-1.722
25,-0.514,-0.458
26,-1.932,-0.982
27,-0.560,-0.288
28,-2.687,-0.720
29,-0.529,-0.088
30,-3.150,0.035
31,-0.452,0.189
32,-3.104,1.114
33,-0.314,0.482
34,-2.055,1.993
35,-0.221,0.729
36,-1.562,2.502
37,-0.051,0.929
38,-0.745,3.149
