 ,X,Y
1,0.248,1.302
2,1.494,4.228
3,0.295,0.982
4,3.023,2.884
5,0.501,0.755
6,3.044,2.822
7,0.605,0.548
8,5.897,0.755
9,0.522,0.196
10,5.855,0.589
11,0.625,-0.010
12,7.054,-0.961
13,0.791,-0.341
14,6.124,-2.408
15,0.749,-0.589
16,5.607,-2.181
17,0.667,-0.775
18,4.346,-3.421
19,0.439,-1.003
20,1.866,-4.331
21,-0.078,-1.065
22,0.233,-4.517
23,-0.388,-0.817
24,-4.191,-2.677
25,-0.346,-0.589
26,-5.824,-1.478
27,-0.553,-0.300
28,-6.176,-1.168
29,-0.760,-0.010
30,-6.941,0.403
31,-0.532,0.320
32,-7.272,0.982
33,-0.450,0.589
34,-5.680,1.871
35,-0.470,0.858
36,-3.964,3.421
37,-0.388,1.168
38,-3.633,3.504
