 ,X,Y
1,-0.069,0.995
2,1.263,4.242
3,0.166,0.949
4,3.367,4.036
5,0.303,0.720
6,4.853,3.487
7,0.463,0.423
8,6.385,1.086
9,0.326,0.103
10,7.254,0.560
11,0.486,-0.103
12,6.889,-0.652
13,0.257,-0.332
14,6.317,-1.612
15,0.143,-0.835
16,3.481,-2.961
17,-0.086,-0.949
18,1.721,-4.059
19,-0.200,-0.880
20,-1.321,-3.876
21,-0.292,-0.857
22,-2.372,-4.356
23,-0.383,-0.766
24,-3.927,-4.310
25,-0.474,-0.606
26,-5.231,-3.007
27,-0.566,-0.400
28,-6.511,-1.612
29,-0.452,-0.057
30,-6.374,-0.606
31,-0.474,0.126
32,-5.802,1.612
33,-0.520,0.400
34,-4.110,2.252
35,-0.429,0.720
36,-4.476,2.984
37,-0.292,0.880
38,-3.470,3.419
39,-0.177,1.018
40,-1.343,3.876
