 ,X,Y
1,0.177,0.790
2,0.967,4.530
3,0.242,0.661
4,3.063,4.224
5,0.355,0.613
6,4.207,2.950
7,0.451,0.467
8,5.384,1.209
9,0.435,0.242
10,6.126,0.064
11,0.371,-0.016
12,5.594,-2.015
13,0.387,-0.193
14,5.271,-2.692
15,0.387,-0.435
16,4.224,-3.627
17,0.403,-0.854
18,1.999,-4.417
19,0.177,-0.935
20,1.902,-4.207
21,0.016,-0.999
22,0.048,-4.224
23,-0.210,-0.935
24,0.258,-4.304
25,-0.387,-0.838
26,-2.418,-3.095
27,-0.532,-0.758
28,-3.224,-2.886
29,-0.613,-0.516
30,-4.143,-2.337
31,-0.725,-0.274
32,-4.965,-1.709
33,-0.306,-0.032
34,-5.626,0.419
35,-0.306,0.242
36,-5.546,1.612
37,-0.193,0.403
38,-4.820,2.612
39,-0.113,0.596
40,-3.982,4.127
41,-0.048,0.725
42,-2.579,4.449
43,0.113,0.790
44,-1.161,5.030
