 ,X,Y
1,0.033,1.133
2,-0.361,5.733
3,0.261,1.022
4,1.706,6.022
5,0.439,1.044
6,3.439,5.200
7,0.439,0.867
8,4.772,5.378
9,0.439,0.644
10,6.483,3.111
11,0.483,0.356
12,7.217,2.244
13,0.639,0.044
14,6.972,1.067
15,0.661,-0.200
16,6.528,-2.489
17,0.661,-0.489
18,6.261,-1.222
19,0.639,-0.689
20,4.328,-3.800
21,0.483,-0.978
22,3.083,-4.844
23,0.261,-1.067
24,0.461,-4.978
25,0.083,-1.022
26,0.061,-4.978
27,-0.161,-1.111
28,-1.961,-4.911
29,-0.406,-0.822
30,-3.850,-4.511
31,-0.539,-0.622
32,-5.606,-4.289
33,-0.650,-0.178
34,-6.850,-2.333
35,-0.606,0.111
36,-7.517,-0.267
37,-0.450,0.489
38,-7.250,1.333
39,-0.339,0.711
40,-6.361,2.844
41,-0.250,0.911
42,-4.561,4.511
43,-0.161,1.089
44,-2.094,6.111
