 ,X,Y
1,0.030,0.954
2,1.059,5.210
3,0.104,0.815
4,2.610,4.832
5,0.224,0.676
6,3.684,3.878
7,0.244,0.557
8,5.016,3.122
9,0.323,0.338
10,5.672,2.665
11,0.383,0.040
12,6.169,1.074
13,0.403,-0.119
14,5.672,-2.128
15,0.442,-0.378
16,5.155,-3.082
17,0.462,-0.676
18,3.763,-4.395
19,0.403,-1.054
20,1.834,-4.812
21,0.144,-1.094
22,1.158,-4.633
23,-0.194,-1.014
24,-1.884,-4.057
25,-0.413,-0.855
26,-2.520,-3.917
27,-0.572,-0.676
28,-4.012,-3.460
29,-0.711,-0.437
30,-5.265,-2.545
31,-0.572,-0.159
32,-6.279,-0.835
33,-0.452,0.159
34,-6.338,0.457
35,-0.353,0.358
36,-5.881,2.545
37,-0.293,0.597
38,-4.787,4.017
39,-0.293,0.795
40,-2.978,5.071
41,-0.134,0.915
42,-1.447,5.349
