 ,X,Y
1,0.171,0.914
2,0.138,3.410
3,0.367,0.857
4,2.005,3.924
5,0.481,0.629
6,4.310,1.714
7,0.671,0.343
8,4.595,1.581
9,0.576,0.019
10,5.376,0.686
11,0.500,-0.248
12,5.243,-1.086
13,0.538,-0.495
14,4.633,-1.810
15,0.481,-0.705
16,2.767,-3.467
17,0.310,-0.952
18,2.119,-3.695
19,0.043,-1.048
20,0.386,-4.248
21,-0.262,-0.990
22,-2.490,-3.467
23,-0.490,-0.743
24,-3.748,-2.762
25,-0.567,-0.476
26,-4.586,-1.029
27,-0.605,-0.133
28,-5.233,-0.152
29,-0.471,0.152
30,-5.062,1.619
31,-0.338,0.400
32,-3.367,3.162
33,-0.090,1.029
34,-1.919,4.076
