 ,X,Y
1,0.104,0.884
2,1.122,3.518
3,0.256,0.659
4,3.877,2.062
5,0.377,0.399
6,4.328,1.958
7,0.394,0.121
8,5.333,0.918
9,0.429,-0.087
10,5.090,-0.676
11,0.464,-0.399
12,4.744,-1.490
13,0.308,-0.607
14,3.496,-2.322
15,0.152,-0.762
16,2.006,-3.552
17,-0.004,-0.814
18,-0.611,-3.882
19,-0.230,-0.814
20,-2.188,-3.500
21,-0.334,-0.676
22,-3.505,-2.929
23,-0.507,-0.485
24,-4.337,-2.426
25,-0.628,-0.277
26,-5.047,-0.641
27,-0.403,0.069
28,-5.064,0.416
29,-0.490,0.399
30,-4.181,1.282
31,-0.351,0.641
32,-3.747,2.131
33,-0.178,0.866
34,-1.893,3.691
35,0.048,1.005
36,-0.697,3.362
