 ,X,Y
1,0.029,0.986
2,0.512,4.234
3,0.126,0.986
4,1.750,4.118
5,0.164,0.793
6,3.045,3.557
7,0.319,0.677
8,3.122,2.649
9,0.319,0.445
10,5.114,1.083
11,0.416,0.271
12,5.520,0.561
13,0.454,0.077
14,5.462,0.348
15,0.493,-0.097
16,5.172,-1.431
17,0.532,-0.251
18,4.920,-1.933
19,0.512,-0.464
20,4.070,-2.262
21,0.338,-0.561
22,3.606,-2.030
23,0.203,-0.677
24,2.446,-2.823
25,0.068,-0.735
26,1.730,-3.190
27,-0.106,-0.735
28,-0.010,-3.538
29,-0.280,-0.696
30,-0.976,-3.557
31,-0.416,-0.619
32,-4.708,-0.947
33,-0.416,-0.348
34,-3.973,-1.875
35,-0.435,-0.213
36,-4.050,-1.527
37,-0.358,-0.058
38,-5.172,-0.851
39,-0.319,0.077
40,-5.887,0.909
41,-0.319,0.329
42,-5.732,0.870
43,-0.358,0.464
44,-5.539,0.483
45,-0.319,0.580
46,-3.142,3.190
47,-0.145,0.793
48,-3.954,2.803
49,-0.068,0.851
50,-0.029,4.389
