 ,X,Y
1,0.246,1.068
2,1.547,6.338
3,0.260,0.944
4,4.832,4.476
5,0.370,0.698
6,4.284,4.586
7,0.506,0.479
8,7.241,0.616
9,0.534,0.287
10,6.940,0.424
11,0.534,0.096
12,7.022,0.123
13,0.452,-0.151
14,6.584,0.151
15,0.479,-0.370
16,6.502,-2.149
17,0.397,-0.534
18,5.599,-3.764
19,0.342,-0.616
20,3.135,-4.284
21,0.151,-0.753
22,4.175,-4.586
23,0.068,-0.780
24,1.437,-5.078
25,-0.096,-0.890
26,-0.643,-5.434
27,-0.260,-0.753
28,-3.929,-4.175
29,-0.424,-0.589
30,-5.051,-2.779
31,-0.479,-0.424
32,-6.447,-1.793
33,-0.534,-0.260
34,-6.913,-1.410
35,-0.506,-0.041
36,-8.090,-0.123
37,-0.424,0.205
38,-7.050,2.560
39,-0.233,0.370
40,-6.119,2.176
41,-0.260,0.561
42,-5.735,3.272
43,-0.205,0.698
44,-5.297,3.545
45,-0.014,1.027
46,-5.188,3.737
47,0.096,1.218
48,-0.287,6.201
49,0.287,1.355
50,0.589,6.146
