 ,X,Y
1,0.146,1.020
2,-0.018,4.771
3,0.273,1.129
4,1.894,4.115
5,0.364,1.056
6,3.223,3.842
7,0.346,0.838
8,5.317,2.240
9,0.510,0.692
10,5.772,2.495
11,0.637,0.492
12,6.610,0.455
13,0.637,0.200
14,5.572,0.728
15,0.674,-0.091
16,6.009,-1.038
17,0.656,-0.328
18,6.227,-2.695
19,0.583,-0.528
20,5.190,-3.642
21,0.437,-0.674
22,3.605,-4.498
23,0.219,-0.728
24,3.824,-4.024
25,0.055,-0.801
26,1.803,-5.007
27,-0.146,-0.747
28,0.255,-4.916
29,-0.310,-0.747
30,-2.240,-4.206
31,-0.401,-0.583
32,-4.880,-2.895
33,-0.510,-0.401
34,-5.026,-2.695
35,-0.546,-0.237
36,-5.481,-1.001
37,-0.492,0.000
38,-6.355,-0.109
39,-0.419,0.328
40,-6.792,1.038
41,-0.382,0.528
42,-5.699,0.765
43,-0.273,0.783
44,-3.332,3.059
45,-0.164,0.983
46,-2.149,4.661
47,0.055,1.184
48,-0.728,4.807
