 ,X,Y
1,0.222,1.108
2,0.850,5.542
3,0.364,1.130
4,3.763,3.663
5,0.449,0.961
6,3.890,3.262
7,0.533,0.771
8,5.896,2.439
9,0.533,0.771
10,0.533,0.771
11,0.533,0.538
12,6.382,2.312
13,0.533,0.369
14,6.128,1.721
15,0.533,0.095
16,6.318,0.412
17,0.449,-0.095
18,5.875,-2.396
19,0.301,-0.243
20,4.925,-2.671
21,0.238,-0.433
22,4.481,-2.375
23,0.343,-0.623
24,3.827,-2.776
25,0.322,-0.707
26,3.658,-2.924
27,0.174,-0.834
28,3.193,-3.452
29,0.005,-0.855
30,-0.649,-4.043
31,-0.185,-0.771
32,-3.373,-3.199
33,-0.375,-0.644
34,-4.365,-2.439
35,-0.459,-0.560
36,-5.358,-1.510
37,-0.523,-0.348
38,-5.569,-1.087
39,-0.565,-0.243
40,-6.350,-1.087
41,-0.586,0.011
42,-6.857,0.222
43,-0.480,0.179
44,-6.624,-0.327
45,-0.438,0.412
46,-6.012,1.657
47,-0.311,0.581
48,-5.611,2.734
49,-0.206,0.728
50,-5.674,3.241
51,-0.037,1.003
52,-4.091,4.339
53,0.132,1.193
54,-0.417,5.521
