 ,X,Y
1,0.000,1.115
2,0.692,4.497
3,0.211,1.115
4,4.189,2.882
5,0.327,0.846
6,4.727,2.056
7,0.442,0.596
8,5.285,2.095
9,0.538,0.307
10,6.841,-0.038
11,0.519,-0.038
12,6.956,-0.596
13,0.519,-0.269
14,6.399,-0.999
15,0.365,-0.480
16,5.265,-1.826
17,0.288,-0.653
18,4.189,-2.229
19,0.154,-0.788
20,2.729,-2.652
21,0.000,-0.826
22,-2.287,-2.306
23,-0.250,-0.673
24,-3.574,-2.921
25,-0.307,-0.500
26,-4.900,-1.268
27,-0.404,-0.288
28,-6.111,-0.250
29,-0.461,0.019
30,-5.592,-1.095
31,-0.576,0.307
32,-6.803,1.710
33,-0.346,0.576
34,-6.207,1.614
35,-0.269,0.884
36,-5.458,2.152
37,-0.192,1.115
38,-4.343,1.557
