 ,X,Y
1,0.125,1.497
2,1.123,7.454
3,0.405,1.435
4,4.179,6.020
5,0.561,1.310
6,6.238,3.057
7,0.655,1.060
8,7.392,0.749
9,0.686,0.842
10,7.465,-0.645
11,0.707,0.561
12,7.361,-0.333
13,0.707,0.478
14,7.236,-0.936
15,0.645,0.270
16,6.966,-1.248
17,0.624,0.104
18,6.425,-1.726
19,0.624,-0.125
20,6.300,-1.622
21,0.541,-0.333
22,5.801,-2.828
23,0.541,-0.499
24,5.572,-2.433
25,0.437,-0.645
26,5.240,-3.556
27,0.291,-0.769
28,5.073,-3.566
29,0.166,-0.967
30,3.951,-3.545
31,0.021,-0.988
32,2.661,-3.940
33,-0.166,-1.029
34,0.374,-4.710
35,-0.312,-0.904
36,-3.639,-3.919
37,-0.478,-0.697
38,-5.572,-2.464
39,-0.665,-0.509
40,-6.134,-1.674
41,-0.645,-0.343
42,-6.633,-1.237
43,-0.749,-0.156
44,-6.778,1.029
45,-0.707,0.135
46,-6.446,-0.426
47,-0.686,0.405
48,-7.485,1.008
49,-0.686,0.551
50,-6.924,2.526
51,-0.624,0.717
52,-6.550,2.609
53,-0.437,1.008
54,-5.656,4.751
55,-0.187,1.196
56,-3.784,6.622
57,-0.104,1.528
58,-2.765,6.934
