 ,X,Y
1,0.055,1.467
2,0.134,5.924
3,0.152,1.273
4,3.050,5.518
5,0.300,1.107
6,3.991,4.263
7,0.484,0.904
8,6.076,2.122
9,0.558,0.609
10,6.242,1.624
11,0.687,0.406
12,6.538,0.923
13,0.761,0.148
14,6.279,0.018
15,0.835,-0.055
16,6.279,0.221
17,0.798,-0.185
18,6.076,-1.329
19,0.669,-0.424
20,5.633,-1.790
21,0.614,-0.554
22,5.449,-1.550
23,0.484,-0.623
24,5.246,-1.965
25,0.388,-0.775
26,4.927,-2.436
27,0.346,-0.914
28,4.512,-2.630
29,0.221,-0.997
30,4.069,-2.865
31,0.028,-1.010
32,-3.792,-2.353
33,-0.263,-0.955
34,-5.163,-1.675
35,-0.443,-0.872
36,-5.107,-1.924
37,-0.567,-0.747
38,-5.398,-1.439
39,-0.692,-0.595
40,-5.896,-1.190
41,-0.761,-0.415
42,-5.730,-1.273
43,-0.775,-0.166
44,-6.588,-1.107
45,-0.803,0.055
46,-6.436,-0.720
47,-0.734,0.305
48,-6.367,1.564
49,-0.664,0.567
50,-5.882,1.633
51,-0.637,0.706
52,-5.689,2.381
53,-0.526,0.983
54,-5.550,2.547
55,-0.429,1.080
56,-5.273,2.907
57,-0.249,1.315
58,-3.405,4.277
