 ,X,Y
1,0.310,1.517
2,1.483,7.103
3,0.351,1.230
4,6.075,5.046
5,0.489,1.000
6,6.833,4.333
7,0.626,0.885
8,7.914,2.494
9,0.638,0.678
10,7.787,1.920
11,0.753,0.448
12,8.132,1.552
13,0.707,0.126
14,8.132,0.908
15,0.707,-0.011
16,7.466,-0.218
17,0.753,-0.149
18,7.420,-0.908
19,0.707,-0.379
20,7.351,-1.897
21,0.638,-0.563
22,7.029,-2.494
23,0.615,-0.701
24,6.385,-3.299
25,0.500,-0.885
26,4.822,-4.517
27,0.362,-1.023
28,5.603,-3.322
29,0.155,-1.161
30,4.132,-3.920
31,-0.029,-1.276
32,-5.891,-0.931
33,-0.397,-1.092
34,-5.661,-1.920
35,-0.420,-0.908
36,-7.040,-0.954
37,-0.603,-0.678
38,-7.063,-0.816
39,-0.787,-0.425
40,-6.741,-0.655
41,-0.764,-0.149
42,-7.224,-0.724
43,-0.948,0.057
44,-7.362,0.954
45,-0.833,0.195
46,-7.477,2.011
47,-0.741,0.425
48,-7.109,3.529
49,-0.718,0.678
50,-6.971,3.943
51,-0.557,0.862
52,-7.362,3.897
53,-0.466,0.977
54,-6.534,5.207
55,-0.397,1.115
56,-5.017,5.046
57,-0.259,1.391
58,-6.052,4.241
59,-0.029,1.575
60,-3.017,7.092
61,0.201,1.713
62,-1.569,7.046
