 ,X,Y
1,0.000,0.824
2,1.123,3.584
3,0.284,0.833
4,2.833,3.147
5,0.382,0.696
6,3.775,1.500
7,0.422,0.461
8,4.422,0.147
9,0.480,0.265
10,5.167,-0.578
11,0.402,0.069
12,5.461,-1.069
13,0.559,-0.225
14,5.461,-1.990
15,0.422,-0.520
16,3.814,-3.539
17,0.225,-0.735
18,1.833,-3.892
19,0.010,-0.735
20,1.127,-3.363
21,-0.127,-0.794
22,-1.186,-3.245
23,-0.304,-0.775
24,-1.029,-3.559
25,-0.363,-0.637
26,-2.363,-2.422
27,-0.500,-0.539
28,-3.755,-0.382
29,-0.814,-0.363
30,-4.676,0.578
31,-0.696,-0.010
32,-5.402,1.167
33,-0.559,0.265
34,-4.951,2.245
35,-0.480,0.539
36,-3.931,3.049
37,-0.402,0.735
38,-1.971,3.480
39,-0.167,0.892
40,-1.441,3.794
