 ,X,Y
1,0.106,1.274
2,0.811,4.489
3,0.332,0.964
4,2.954,2.938
5,0.360,0.738
6,4.111,2.543
7,0.444,0.541
8,4.900,1.105
9,0.501,0.259
10,6.141,0.964
11,0.642,-0.052
12,5.662,-0.644
13,0.501,-0.446
14,4.900,-2.110
15,0.316,-0.650
16,3.148,-3.082
17,0.100,-0.733
18,-1.283,-3.132
19,-0.150,-0.633
20,-2.832,-1.932
21,-0.383,-0.583
22,-4.614,-0.300
23,-0.450,-0.400
24,-4.631,0.000
25,-0.550,-0.117
26,-6.563,-0.222
27,-0.566,0.200
28,-6.452,0.155
29,-0.483,0.450
30,-5.480,0.666
31,-0.433,0.616
32,-4.348,2.332
33,-0.400,0.816
34,-2.632,4.031
35,-0.300,1.033
36,-3.515,2.748
37,-0.133,1.216
38,-1.632,3.598
