 ,X,Y
1,0.165,0.860
2,1.197,4.155
3,0.299,0.829
4,3.887,2.409
5,0.299,0.739
6,4.518,1.258
7,0.457,0.604
8,4.699,1.506
9,0.457,0.355
10,6.007,0.716
11,0.457,0.152
12,6.752,-1.089
13,0.412,-0.186
14,6.346,-2.104
15,0.434,-0.412
16,5.015,-2.555
17,0.322,-0.615
18,4.022,-3.164
19,0.186,-0.750
20,2.668,-3.774
21,0.006,-0.795
22,1.269,-3.909
23,-0.107,-0.750
24,0.344,-3.751
25,-0.288,-0.683
26,-2.160,-3.909
27,-0.423,-0.615
28,-5.026,0.333
29,-0.536,-0.389
30,-5.206,0.378
31,-0.468,-0.073
32,-6.177,0.491
33,-0.423,0.197
34,-6.335,0.626
35,-0.716,0.468
36,-5.522,1.461
37,-0.604,0.739
38,-4.394,2.725
39,-0.400,0.942
40,-3.875,2.905
41,-0.107,1.077
42,-1.980,3.740
