 ,X,Y
1,-0.083,0.694
2,0.763,3.136
3,0.028,0.555
4,1.124,3.275
5,0.153,0.500
6,1.776,3.219
7,0.208,0.389
8,2.859,2.040
9,0.347,0.278
10,3.511,0.860
11,0.416,0.139
12,3.872,0.708
13,0.444,0.000
14,3.997,-0.430
15,0.402,-0.208
16,3.428,-0.874
17,0.375,-0.333
18,2.581,-1.443
19,0.291,-0.430
20,2.387,-2.082
21,0.180,-0.527
22,1.443,-2.262
23,0.028,-0.402
24,-0.180,-2.720
25,-0.167,-0.527
26,-1.180,-2.637
27,-0.264,-0.486
28,-2.498,-2.151
29,-0.416,-0.375
30,-2.859,-2.137
31,-0.583,-0.250
32,-3.580,-1.499
33,-0.680,-0.139
34,-3.663,-0.805
35,-0.624,0.014
36,-3.566,0.444
37,-0.597,0.222
38,-3.816,1.152
39,-0.541,0.430
40,-3.330,1.360
41,-0.444,0.597
42,-2.873,2.179
43,-0.278,0.722
44,-2.082,2.775
45,-0.180,0.652
46,-0.236,3.081
