 ,X,Y
1,0.000,0.571
2,0.139,2.842
3,0.028,0.474
4,0.975,3.120
5,0.139,0.474
6,1.393,2.772
7,0.265,0.460
8,2.131,2.257
9,0.320,0.348
10,2.884,1.407
11,0.362,0.237
12,3.162,1.101
13,0.404,0.070
14,3.413,-0.181
15,0.376,-0.070
16,3.315,-0.279
17,0.334,-0.195
18,2.730,-1.087
19,0.306,-0.306
20,2.438,-1.379
21,0.251,-0.404
22,1.769,-1.644
23,0.167,-0.502
24,1.658,-1.491
25,0.070,-0.502
26,-0.320,-2.326
27,-0.056,-0.446
28,-0.697,-2.326
29,-0.139,-0.334
30,-1.755,-1.881
31,-0.279,-0.265
32,-1.908,-1.797
33,-0.362,-0.167
34,-3.023,-1.574
35,-0.446,-0.070
36,-3.552,-0.446
37,-0.446,0.070
38,-3.469,0.362
39,-0.446,0.237
40,-3.162,0.947
41,-0.446,0.376
42,-2.953,1.323
43,-0.279,0.432
44,-1.769,2.034
45,-0.125,0.599
46,-1.142,2.800
47,-0.195,0.710
48,-0.502,2.939
