 ,X,Y
1,0.090,0.797
2,1.278,2.858
3,0.165,0.587
4,1.534,3.324
5,0.241,0.451
6,2.843,2.015
7,0.301,0.331
8,3.023,1.910
9,0.436,0.271
10,3.820,1.218
11,0.481,0.060
12,4.407,0.256
13,0.391,-0.135
14,4.783,-0.165
15,0.391,-0.135
16,4.392,-0.902
17,0.301,-0.361
18,4.031,-1.624
19,0.211,-0.496
20,3.414,-1.835
21,0.150,-0.602
22,2.692,-2.467
23,0.045,-0.647
24,0.677,-3.023
25,-0.090,-0.647
26,-0.030,-3.038
27,-0.211,-0.602
28,-2.812,-2.151
29,-0.226,-0.496
30,-3.083,-1.865
31,-0.361,-0.436
32,-3.504,-1.158
33,-0.511,-0.361
34,-3.970,-1.188
35,-0.526,-0.211
36,-4.572,0.256
37,-0.602,0.000
38,-3.986,1.459
39,-0.617,0.211
40,-4.091,1.263
41,-0.556,0.451
42,-3.534,2.361
43,-0.331,0.421
44,-2.512,2.873
45,-0.180,0.647
46,-1.925,3.354
47,-0.120,0.782
48,-1.248,3.354
49,-0.015,0.707
50,-0.316,3.294
