 ,X,Y
1,0.000,0.679
2,0.849,3.974
3,0.099,0.594
4,2.376,3.564
5,0.269,0.537
6,2.871,3.323
7,0.311,0.297
8,3.352,2.390
9,0.424,0.212
10,4.228,1.442
11,0.481,0.113
12,4.483,0.085
13,0.537,-0.042
14,4.313,-0.707
15,0.495,-0.255
16,3.649,-0.028
17,0.453,-0.382
18,2.630,-1.966
19,0.438,-0.509
20,2.913,-1.966
21,0.339,-0.552
22,1.527,-2.022
23,0.226,-0.636
24,1.273,-2.333
25,0.071,-0.622
26,0.057,-2.659
27,-0.028,-0.651
28,-0.594,-3.097
29,-0.184,-0.566
30,-1.838,-2.715
31,-0.311,-0.580
32,-2.956,-2.503
33,-0.410,-0.438
34,-3.408,-1.881
35,-0.424,-0.240
36,-4.200,-1.725
37,-0.467,-0.113
38,-4.002,-1.570
39,-0.453,0.057
40,-4.540,-0.240
41,-0.537,0.198
42,-3.833,0.325
43,-0.481,0.396
44,-3.974,1.612
45,-0.453,0.523
46,-3.748,1.739
47,-0.410,0.679
48,-3.677,2.008
49,-0.325,0.891
50,-2.319,3.253
51,-0.170,0.891
52,-0.552,4.200
53,-0.113,0.792
54,-0.438,3.833
