 ,X,Y
1,-0.259,2.101
2,-0.999,7.951
3,0.305,1.713
4,2.173,8.304
5,0.728,1.361
6,4.922,5.801
7,0.869,0.515
8,8.305,2.771
9,1.221,0.163
10,10.279,-0.965
11,1.080,-0.472
12,10.525,-1.670
13,1.080,-0.789
14,9.081,-2.974
15,0.869,-1.247
16,6.719,-5.758
17,0.481,-1.494
18,5.451,-5.547
19,-0.294,-1.353
20,-5.193,-7.062
21,-0.682,-1.247
22,-8.153,-5.124
23,-0.964,-0.824
24,-10.092,-3.045
25,-1.316,-0.014
26,-11.396,-1.670
27,-1.387,0.515
28,-11.466,0.973
29,-0.893,1.079
30,-9.105,3.193
31,-0.470,1.608
32,-5.122,7.211
