 ,X,Y
1,0.010,1.272
2,-0.278,4.781
3,0.182,1.185
4,1.650,4.954
5,0.384,0.898
6,3.117,3.976
7,0.672,0.667
8,4.325,3.256
9,0.758,0.293
10,6.396,-0.368
11,0.729,0.006
12,6.281,-0.800
13,0.787,-0.397
14,5.907,-1.289
15,0.672,-0.685
16,4.239,-3.446
17,0.413,-0.800
18,2.311,-3.504
19,0.154,-1.001
20,0.614,-3.274
21,-0.134,-1.001
22,-0.738,-3.676
23,-0.450,-0.857
24,-3.097,-3.619
25,-0.623,-0.656
26,-5.024,-1.950
27,-0.738,-0.455
28,-5.456,-1.375
29,-0.709,-0.167
30,-6.175,-0.109
31,-0.853,0.207
32,-6.981,1.387
33,-0.681,0.552
34,-5.542,2.911
35,-0.479,0.898
36,-3.816,4.119
37,-0.220,1.272
38,-1.831,5.155
