 ,X,Y
1,0.139,1.082
2,1.158,4.668
3,0.430,0.864
4,2.637,3.893
5,0.571,0.606
6,5.149,1.991
7,0.735,0.277
8,6.441,1.404
9,0.665,-0.099
10,6.464,0.066
11,0.735,-0.404
12,5.713,-1.014
13,0.665,-0.639
14,4.797,-1.695
15,0.477,-0.826
16,3.271,-2.728
17,0.266,-1.014
18,2.637,-2.940
19,0.078,-0.897
20,-0.791,-3.597
21,-0.204,-0.944
22,-1.026,-3.714
23,-0.392,-0.920
24,-2.787,-2.893
25,-0.556,-0.803
26,-4.055,-2.423
27,-0.744,-0.545
28,-5.628,-1.953
29,-0.885,-0.239
30,-5.933,-0.920
31,-0.838,0.113
32,-6.426,0.371
33,-0.767,0.512
34,-5.276,2.249
35,-0.674,0.934
36,-4.759,2.226
37,-0.274,1.193
38,-2.481,4.503
39,-0.063,1.193
40,-0.087,4.480
