 ,X,Y
1,0.155,1.364
2,1.623,5.769
3,0.468,1.096
4,4.091,4.640
5,0.652,0.781
6,6.506,2.041
7,0.809,0.388
8,7.241,0.493
9,0.783,0.020
10,7.372,-0.505
11,0.731,-0.400
12,6.401,-1.975
13,0.678,-0.741
14,4.931,-3.025
15,0.416,-0.925
16,3.776,-3.786
17,0.206,-1.056
18,2.384,-4.128
19,-0.004,-1.083
20,1.676,-4.600
21,-0.214,-1.188
22,-0.136,-4.731
23,-0.372,-0.978
24,-1.789,-5.073
25,-0.634,-0.846
26,-4.913,-3.104
27,-0.739,-0.531
28,-6.410,-2.028
29,-0.871,-0.216
30,-7.433,-1.109
31,-0.766,0.256
32,-7.433,0.650
33,-0.766,0.729
34,-6.147,2.356
35,-0.608,1.070
36,-4.520,4.089
37,-0.293,1.280
38,-2.708,5.795
39,-0.057,1.438
40,-1.369,5.454
