 ,X,Y
1,0.000,1.602
2,2.156,7.720
3,0.185,1.424
4,5.277,6.297
5,0.431,1.150
6,7.440,4.326
7,0.459,0.712
8,8.754,3.751
9,0.568,0.356
10,9.685,0.630
11,0.732,0.000
12,9.246,-0.575
13,0.650,-0.411
14,7.796,-3.367
15,0.595,-0.684
16,6.947,-3.997
17,0.459,-0.767
18,6.208,-5.667
19,0.322,-1.040
20,4.729,-6.078
21,0.212,-1.177
22,3.497,-6.926
23,0.021,-1.259
24,1.088,-7.364
25,-0.089,-1.259
26,0.322,-7.364
27,-0.281,-1.205
28,0.267,-6.735
29,-0.417,-1.013
30,-4.770,-5.229
31,-0.637,-0.821
32,-3.566,-6.351
33,-0.637,-0.794
34,-6.605,-1.670
35,-0.637,-0.657
36,-8.302,-0.493
37,-0.664,-0.411
38,-8.822,-0.082
39,-0.554,-0.027
40,-9.534,1.533
41,-0.527,0.274
42,-9.288,2.847
43,-0.417,0.602
44,-9.069,3.011
45,-0.281,0.931
46,-8.357,4.846
47,-0.116,1.122
48,-4.962,6.954
49,0.021,1.396
50,-1.348,8.596
