 ,X,Y
1,0.213,1.669
2,3.906,8.097
3,0.326,1.598
4,9.061,1.053
5,0.420,1.385
6,9.582,1.882
7,0.633,0.959
8,9.535,0.911
9,0.657,0.556
10,9.795,-0.414
11,0.704,0.178
12,8.067,-3.729
13,0.586,-0.201
14,7.949,-4.297
15,0.491,-0.462
16,5.629,-5.658
17,0.373,-0.616
18,4.705,-5.753
19,0.183,-0.781
20,3.190,-5.990
21,0.065,-0.852
22,0.326,-5.658
23,-0.148,-0.829
24,0.349,-6.510
25,-0.266,-0.852
26,-0.527,-5.942
27,-0.408,-0.876
28,-3.249,-4.025
29,-0.621,-0.829
30,-3.865,-3.883
31,-0.740,-0.758
32,-4.267,-4.001
33,-0.740,-0.639
34,-6.374,-1.302
35,-0.835,-0.379
36,-6.422,-0.971
37,-0.716,-0.189
38,-7.653,-0.994
39,-0.669,0.095
40,-8.552,0.331
41,-0.598,0.426
42,-9.239,1.894
43,-0.479,0.876
44,-9.191,3.622
45,-0.243,1.207
46,-9.097,4.687
47,-0.124,1.574
48,-5.664,7.872
49,0.041,1.693
50,0.988,9.138
