 ,X,Y
1,0.080,1.248
2,0.177,3.957
3,0.248,1.124
4,1.700,4.276
5,0.372,0.770
6,2.957,4.010
7,0.478,0.628
8,3.930,3.178
9,0.531,0.451
10,5.134,1.620
11,0.549,0.257
12,5.949,0.150
13,0.637,0.080
14,6.303,-0.451
15,0.620,-0.168
16,5.966,-0.894
17,0.549,-0.416
18,5.541,-2.240
19,0.425,-0.593
20,5.205,-2.558
21,0.283,-0.770
22,4.337,-2.116
23,0.124,-0.912
24,3.134,-3.603
25,-0.018,-1.036
26,0.690,-4.931
27,-0.266,-1.018
28,-1.523,-4.506
29,-0.372,-0.823
30,-3.240,-2.718
31,-0.460,-0.699
32,-4.337,-2.735
33,-0.549,-0.558
34,-5.435,-1.549
35,-0.620,-0.345
36,-5.807,-0.823
37,-0.513,-0.150
38,-6.055,0.505
39,-0.567,0.009
40,-6.072,1.567
41,-0.496,0.310
42,-5.807,2.116
43,-0.460,0.469
44,-4.922,2.735
45,-0.372,0.646
46,-3.364,3.302
47,-0.301,0.806
48,-3.736,3.762
49,-0.177,1.053
50,-1.912,4.541
51,-0.035,1.266
52,-0.814,4.098
