 ,X,Y
1,-0.168,1.413
2,-0.275,4.765
3,0.039,1.267
4,0.667,5.213
5,0.129,1.043
6,2.281,5.236
7,0.420,0.751
8,5.129,2.993
9,0.533,0.572
10,5.869,2.276
11,0.622,0.392
12,6.654,2.253
13,0.689,0.146
14,7.349,-0.056
15,0.734,-0.034
16,7.147,-1.715
17,0.802,-0.280
18,6.833,-0.235
19,0.667,-0.505
20,6.161,-2.119
21,0.533,-0.706
22,5.264,-2.769
23,0.465,-0.841
24,4.546,-3.150
25,0.353,-0.975
26,3.582,-4.294
27,0.107,-1.177
28,3.066,-4.384
29,-0.163,-0.863
30,-3.593,-3.935
31,-0.320,-0.706
32,-4.243,-3.778
33,-0.364,-0.572
34,-5.948,-2.567
35,-0.521,-0.370
36,-6.620,-1.603
37,-0.544,-0.168
38,-7.024,-0.482
39,-0.521,0.011
40,-7.383,-0.056
41,-0.611,0.258
42,-6.934,1.715
43,-0.521,0.617
44,-5.342,3.061
45,-0.454,0.729
46,-4.647,4.137
47,-0.364,0.953
48,-3.212,4.428
49,-0.163,1.155
50,-3.145,4.765
