 ,X,Y
1,0.084,1.033
2,0.517,3.928
3,0.165,1.033
4,2.850,2.818
5,0.249,0.794
6,3.257,2.438
7,0.334,0.654
8,4.058,2.101
9,0.418,0.429
10,4.367,1.595
11,0.474,0.260
12,4.873,0.963
13,0.531,0.119
14,4.550,0.021
15,0.587,-0.148
16,5.014,-0.162
17,0.559,-0.302
18,5.056,-1.216
19,0.488,-0.443
20,4.747,-2.143
21,0.418,-0.682
22,3.777,-3.043
23,0.362,-0.836
24,3.580,-1.834
25,0.221,-0.935
26,2.807,-3.535
27,-0.032,-1.047
28,-1.437,-3.872
29,-0.130,-1.019
30,-1.788,-3.830
31,-0.327,-0.710
32,-3.798,-1.876
33,-0.453,-0.555
34,-4.065,-1.581
35,-0.552,-0.387
36,-4.276,-0.443
37,-0.538,-0.190
38,-5.302,-0.344
39,-0.495,0.007
40,-5.386,-0.035
41,-0.538,0.218
42,-5.077,0.415
43,-0.495,0.358
44,-4.389,1.595
45,-0.397,0.583
46,-3.812,2.129
47,-0.327,0.752
48,-3.559,2.382
49,-0.186,0.949
50,-1.086,4.266
51,-0.046,1.117
52,-0.678,4.209
