 ,X,Y
1,-0.088,1.380
2,0.059,6.078
3,0.122,1.341
4,1.767,5.393
5,0.259,1.028
6,2.980,5.138
7,0.240,0.754
8,4.350,3.964
9,0.455,0.558
10,5.016,1.752
11,0.416,0.362
12,5.838,1.791
13,0.533,0.147
14,6.053,0.597
15,0.573,-0.029
16,6.484,-1.380
17,0.553,-0.284
18,5.760,-2.457
19,0.436,-0.460
20,5.231,-2.887
21,0.396,-0.695
22,4.448,-2.731
23,0.161,-0.832
24,3.587,-4.140
25,-0.034,-1.028
26,-2.540,-4.923
27,-0.445,-0.851
28,-3.871,-3.102
29,-0.621,-0.714
30,-4.830,-2.417
31,-0.680,-0.401
32,-5.769,-1.478
33,-0.680,-0.225
34,-6.415,-0.949
35,-0.563,-0.069
36,-6.826,-0.127
37,-0.504,0.186
38,-6.944,-0.343
39,-0.484,0.382
40,-6.729,0.695
41,-0.426,0.617
42,-5.143,3.044
43,-0.308,0.832
44,-4.380,3.377
45,-0.191,1.028
46,-2.775,4.434
47,-0.093,1.341
48,-2.775,4.179
