 ,X,Y
1,-0.194,1.080
2,1.642,5.656
3,0.240,0.932
4,2.621,5.084
5,0.369,0.821
6,5.333,3.017
7,0.517,0.581
8,5.721,2.796
9,0.461,0.378
10,6.330,1.707
11,0.517,0.231
12,6.201,1.652
13,0.461,-0.009
14,6.367,0.821
15,0.554,-0.120
16,5.832,0.138
17,0.406,-0.360
18,5.684,-0.046
19,0.461,-0.526
20,4.817,-2.353
21,0.369,-0.637
22,3.949,-2.851
23,0.166,-0.747
24,2.805,-2.667
25,0.074,-0.821
26,1.273,-4.309
27,-0.221,-0.803
28,-3.672,-3.036
29,-0.406,-0.674
30,-5.315,-1.910
31,-0.535,-0.526
32,-5.684,-1.117
33,-0.535,-0.268
34,-5.592,-1.356
35,-0.554,-0.120
36,-6.311,-0.249
37,-0.535,0.083
38,-6.441,0.341
39,-0.498,0.286
40,-5.813,0.415
41,-0.443,0.452
42,-5.481,0.489
43,-0.295,0.692
44,-5.924,0.581
45,-0.314,0.821
46,-5.093,0.600
47,-0.166,1.061
48,-3.580,3.350
