 ,X,Y
1,-0.058,1.703
2,-0.831,5.015
3,0.136,1.654
4,2.965,4.507
5,0.233,1.437
6,4.319,4.386
7,0.426,0.977
8,5.552,2.597
9,0.644,0.711
10,6.495,2.089
11,0.692,0.252
12,8.139,-0.957
13,0.644,-0.135
14,7.824,-1.852
15,0.595,-0.449
16,6.785,-2.601
17,0.474,-0.764
18,5.068,-3.278
19,0.281,-0.957
20,4.633,-2.988
21,0.136,-1.126
22,3.303,-3.907
23,-0.178,-1.126
24,2.215,-3.907
25,-0.348,-0.909
26,-4.361,-2.456
27,-0.469,-0.764
28,-5.498,-0.280
29,-0.541,-0.546
30,-6.803,-1.392
31,-0.517,-0.207
32,-7.794,1.001
33,-0.565,0.155
34,-7.964,1.848
35,-0.565,0.494
36,-7.335,2.017
37,-0.517,0.856
38,-6.876,2.984
39,-0.493,1.195
40,-5.546,3.637
41,-0.396,1.582
42,-3.442,5.257
