 ,X,Y
1,-0.070,1.571
2,-0.282,5.407
3,0.247,1.677
4,3.607,5.063
5,0.380,1.438
6,5.168,4.190
7,0.485,1.042
8,6.517,2.206
9,0.538,0.671
10,7.708,0.804
11,0.591,0.222
12,8.739,-1.022
13,0.538,-0.175
14,8.343,-2.477
15,0.538,-0.493
16,7.311,-2.821
17,0.406,-0.784
18,6.940,-2.636
19,0.221,-1.101
20,3.819,-5.175
21,-0.044,-1.260
22,2.999,-4.964
23,-0.282,-1.101
24,2.258,-4.805
25,-0.467,-1.075
26,-3.721,-1.128
27,-0.546,-0.916
28,-5.731,-0.916
29,-0.679,-0.572
30,-7.239,0.804
31,-0.705,-0.149
32,-8.694,1.174
33,-0.731,0.195
34,-8.747,2.285
35,-0.784,0.618
36,-8.615,2.841
37,-0.652,1.068
38,-6.975,4.137
39,-0.440,1.386
40,-6.155,4.110
41,-0.361,1.677
42,-3.562,5.407
