 ,X,Y
1,-0.072,1.826
2,-0.387,5.554
3,0.217,1.669
4,3.709,4.005
5,0.243,1.406
6,5.231,2.325
7,0.427,1.117
8,6.097,3.270
9,0.690,0.855
10,7.620,0.907
11,0.768,0.382
12,7.961,-0.536
13,0.742,-0.090
14,8.670,-1.980
15,0.742,-0.458
16,7.804,-2.505
17,0.690,-0.773
18,6.255,-3.266
19,0.506,-1.009
20,4.470,-3.476
21,0.348,-1.271
22,4.286,-3.371
23,0.112,-1.298
24,2.737,-4.001
25,-0.334,-1.009
26,-4.849,-2.978
27,-0.465,-0.799
28,-6.687,-0.353
29,-0.623,-0.458
30,-7.999,0.277
31,-0.649,-0.116
32,-9.049,1.012
33,-0.675,0.251
34,-9.076,1.249
35,-0.807,0.724
36,-8.629,3.113
37,-0.597,1.144
38,-7.632,3.900
39,-0.308,1.511
40,-6.372,3.585
41,-0.255,1.826
42,-3.720,5.265
