 ,X,Y
1,0.150,1.399
2,0.972,5.702
3,0.177,0.933
4,2.781,5.455
5,0.123,0.686
6,3.549,4.660
7,0.205,0.439
8,5.687,3.071
9,0.232,0.165
10,6.290,1.919
11,0.342,-0.054
12,6.646,-0.109
13,0.369,-0.273
14,6.125,-2.192
15,0.342,-0.547
16,4.700,-4.247
17,0.260,-0.767
18,3.247,-4.576
19,-0.014,-0.767
20,1.932,-5.700
21,-0.151,-1.068
22,-0.974,-5.974
23,-0.261,-0.849
24,-3.358,-4.412
25,-0.179,-0.602
26,-5.386,-1.945
27,-0.480,-0.438
28,-5.688,-1.041
29,-0.398,-0.273
30,-5.880,0.823
31,-0.261,0.028
32,-6.236,2.111
33,-0.206,0.330
34,-6.209,2.851
35,-0.124,0.631
36,-5.332,3.893
37,-0.179,0.878
38,-3.797,5.154
39,-0.042,1.152
40,-2.426,5.729
