 ,X,Y
1,0.087,1.328
2,0.305,4.974
3,0.368,1.422
4,3.503,4.841
5,0.362,0.939
6,5.589,4.006
7,0.558,0.669
8,6.792,2.117
9,0.632,0.252
10,6.816,-0.485
11,0.509,-0.043
12,6.620,-2.227
13,0.436,-0.337
14,6.178,-3.110
15,0.387,-0.706
16,5.270,-3.503
17,0.264,-0.779
18,4.092,-4.313
19,0.092,-0.877
20,3.135,-4.190
21,-0.129,-0.951
22,2.178,-4.460
23,-0.301,-0.975
24,-2.337,-4.313
25,-0.497,-0.828
26,-4.227,-2.472
27,-0.644,-0.607
28,-5.822,-0.755
29,-0.669,-0.411
30,-6.853,-0.387
31,-0.644,-0.141
32,-7.540,0.399
33,-0.521,0.129
34,-7.785,0.988
35,-0.497,0.423
36,-7.442,1.037
37,-0.472,0.816
38,-5.503,4.693
39,-0.276,1.086
40,-4.571,5.037
41,-0.104,1.331
42,-1.945,5.798
