 ,X,Y
1,0.064,1.236
2,0.859,4.621
3,0.227,1.000
4,2.802,4.831
5,0.379,0.848
6,4.801,3.044
7,0.469,0.606
8,6.058,1.666
9,0.500,0.288
10,6.785,0.439
11,0.485,-0.030
12,6.482,-1.954
13,0.454,-0.167
14,5.906,-2.726
15,0.424,-0.454
16,4.543,-3.074
17,0.242,-0.682
18,3.892,-3.317
19,0.106,-0.878
20,2.590,-3.377
21,-0.121,-0.848
22,1.454,-3.650
23,-0.318,-0.682
24,-2.877,-3.362
25,-0.424,-0.530
26,-4.877,-1.817
27,-0.500,-0.318
28,-5.937,-1.151
29,-0.454,-0.076
30,-6.482,-0.500
31,-0.409,0.106
32,-6.845,0.257
33,-0.454,0.409
34,-6.739,1.318
35,-0.333,0.727
36,-4.165,3.862
37,-0.242,1.000
38,-4.013,4.392
39,-0.136,1.287
40,-2.832,4.271
