 ,X,Y
1,-0.060,1.149
2,-0.091,5.505
3,0.156,1.180
4,1.709,5.273
5,0.297,1.119
6,3.060,4.608
7,0.479,0.978
8,4.028,4.830
9,0.660,0.655
10,4.754,4.003
11,0.681,0.434
12,5.843,3.176
13,0.781,0.212
14,6.589,0.817
15,0.741,-0.091
16,6.891,-0.232
17,0.560,-0.252
18,7.113,-1.664
19,0.560,-0.555
20,5.802,-1.301
21,0.479,-0.776
22,5.641,-1.906
23,0.318,-0.958
24,3.060,-4.991
25,0.136,-1.018
26,2.516,-5.051
27,-0.106,-1.119
28,-3.635,-2.995
29,-0.368,-0.978
30,-4.502,-3.236
31,-0.449,-0.756
32,-6.034,-1.805
33,-0.610,-0.413
34,-6.498,-1.583
35,-0.590,-0.192
36,-7.184,-0.696
37,-0.590,0.010
38,-7.244,-0.373
39,-0.630,0.212
40,-7.648,0.151
41,-0.529,0.474
42,-7.970,0.272
43,-0.590,0.696
44,-4.482,5.394
45,-0.429,0.877
46,-4.502,4.870
47,-0.408,1.038
48,-3.312,5.112
49,-0.166,1.260
50,-1.739,5.656
