 ,X,Y
1,-0.037,1.184
2,0.426,5.379
3,0.253,1.209
4,2.745,5.873
5,0.450,1.036
6,4.966,6.119
7,0.524,0.716
8,7.236,3.405
9,0.549,0.444
10,7.853,3.109
11,0.648,0.247
12,8.445,1.505
13,0.771,0.000
14,8.815,-0.123
15,0.722,-0.321
16,8.272,-1.678
17,0.697,-0.568
18,6.964,-3.331
19,0.598,-0.765
20,6.446,-3.454
21,0.450,-1.012
22,4.694,-5.108
23,0.253,-1.135
24,3.757,-4.787
25,0.031,-1.160
26,2.029,-5.971
27,-0.191,-1.258
28,-4.929,-3.528
29,-0.611,-1.061
30,-4.114,-4.812
31,-0.709,-0.913
32,-5.398,-3.479
33,-0.783,-0.617
34,-6.977,-2.764
35,-0.833,-0.296
36,-8.210,-1.431
37,-0.882,-0.074
38,-8.408,0.864
39,-0.660,0.271
40,-8.408,2.048
41,-0.611,0.444
42,-7.692,4.195
43,-0.660,0.716
44,-5.052,6.711
45,-0.512,0.938
46,-4.287,6.366
47,-0.315,1.160
48,-2.461,6.995
49,-0.117,1.369
50,-0.586,6.452
