 ,X,Y
1,-0.064,1.223
2,0.612,5.633
3,0.113,1.223
4,2.259,5.365
5,0.284,1.094
6,3.439,5.451
7,0.392,0.901
8,4.855,5.279
9,0.606,0.687
10,6.358,2.339
11,0.714,0.429
12,6.658,3.305
13,0.735,0.215
14,6.658,2.640
15,0.692,-0.021
16,7.366,0.365
17,0.692,-0.215
18,7.474,-1.202
19,0.756,-0.494
20,6.744,-1.803
21,0.606,-0.687
22,5.413,-3.627
23,0.478,-0.880
24,4.662,-3.820
25,0.327,-0.987
26,3.396,-4.807
27,0.070,-1.094
28,1.636,-5.644
29,-0.274,-1.180
30,-5.081,-2.425
31,-0.510,-1.009
32,-5.746,-2.661
33,-0.596,-0.687
34,-6.433,-1.738
35,-0.681,-0.408
36,-7.163,-1.073
37,-0.596,-0.193
38,-7.506,0.129
39,-0.596,0.021
40,-7.785,0.665
41,-0.510,0.258
42,-8.150,1.438
43,-0.510,0.494
44,-7.205,3.369
45,-0.445,0.708
46,-4.974,5.730
47,-0.424,0.880
48,-3.965,5.666
49,-0.231,1.116
50,-2.119,6.116
51,-0.123,1.309
52,-1.561,5.430
