 ,X,Y
1,0.040,0.870
2,0.943,4.582
3,0.236,0.713
4,3.378,3.560
5,0.432,0.713
6,4.400,2.028
7,0.550,0.418
8,4.341,1.793
9,0.648,0.222
10,5.421,0.143
11,0.609,-0.034
12,5.676,-1.153
13,0.609,-0.269
14,5.323,-1.860
15,0.550,-0.505
16,4.792,-2.764
17,0.413,-0.662
18,4.085,-2.646
19,0.334,-0.898
20,2.946,-2.901
21,0.157,-0.918
22,1.454,-3.333
23,-0.196,-0.996
24,-2.651,-2.940
25,-0.393,-0.859
26,-3.653,-1.094
27,-0.491,-0.643
28,-4.340,-1.762
29,-0.628,-0.485
30,-5.106,-0.387
31,-0.687,-0.250
32,-5.106,-0.211
33,-0.628,0.006
34,-5.263,0.791
35,-0.668,0.261
36,-5.322,1.420
37,-0.550,0.497
38,-4.772,2.362
39,-0.314,0.791
40,-3.299,3.285
41,-0.059,1.007
42,-1.689,4.857
