 ,X,Y
1,0.148,1.325
2,1.280,5.000
3,0.379,1.001
4,2.852,4.561
5,0.494,0.747
6,5.303,2.596
7,0.725,0.446
8,6.366,0.562
9,0.772,0.123
10,7.568,-1.195
11,0.749,-0.386
12,7.453,-3.646
13,0.610,-0.779
14,6.412,-4.362
15,0.356,-1.010
16,4.401,-3.646
17,0.078,-1.149
18,1.858,-4.177
19,-0.130,-1.172
20,-0.777,-4.224
21,-0.592,-0.941
22,-3.690,-3.183
23,-0.708,-0.687
24,-6.140,-1.496
25,-0.777,-0.409
26,-7.366,1.232
27,-0.777,-0.039
28,-7.504,2.434
29,-0.731,0.377
30,-6.672,3.105
31,-0.569,0.700
32,-5.956,2.989
33,-0.454,1.024
34,-3.852,4.607
35,-0.084,1.255
36,-2.465,4.885
