 ,X,Y
1,-0.226,1.310
2,0.550,7.695
3,0.008,1.220
4,3.351,7.605
5,0.128,1.099
6,6.904,5.466
7,0.248,0.858
8,8.049,3.659
9,0.309,0.527
10,8.380,2.726
11,0.489,0.256
12,8.290,2.695
13,0.700,0.015
14,9.314,0.648
15,0.700,-0.286
16,7.928,-2.003
17,0.580,-0.437
18,7.808,-2.485
19,0.429,-0.648
20,4.495,-6.038
21,0.279,-0.708
22,5.549,-4.322
23,0.128,-0.919
24,2.778,-5.677
25,-0.023,-0.949
26,-2.763,-4.954
27,-0.294,-0.888
28,-3.366,-5.225
29,-0.414,-0.738
30,-6.407,-3.689
31,-0.535,-0.587
32,-5.654,-4.262
33,-0.625,-0.437
34,-6.859,-4.051
35,-0.685,-0.196
36,-6.227,-3.509
37,-0.776,0.045
38,-6.588,-2.033
39,-0.535,0.256
40,-7.130,4.322
41,-0.535,0.437
42,-7.973,2.093
43,-0.384,0.678
44,-7.853,3.659
45,-0.384,0.919
46,-7.221,2.665
47,-0.384,1.129
48,-4.570,7.364
