 ,X,Y
1,0.000,0.960
2,2.087,6.365
3,0.191,0.899
4,3.392,6.168
5,0.142,0.677
6,4.229,6.094
7,0.265,0.505
8,7.603,2.573
9,0.388,0.185
10,8.267,1.859
11,0.585,-0.062
12,7.898,0.825
13,0.511,-0.308
14,7.184,-0.160
15,0.560,-0.529
16,5.928,-0.997
17,0.412,-0.726
18,0.437,-1.514
19,0.191,-0.776
20,2.038,-4.174
21,-0.154,-0.923
22,-0.449,-6.390
23,-0.449,-0.825
24,-3.330,-4.346
25,-0.696,-0.677
26,-7.147,-1.785
27,-0.769,-0.382
28,-7.763,-0.800
29,-0.769,-0.135
30,-7.147,-0.554
31,-0.573,0.160
32,-6.359,2.524
33,-0.449,0.406
34,-6.852,2.918
35,-0.376,0.702
36,-6.408,3.903
37,-0.277,0.874
38,-4.882,5.503
39,-0.154,1.096
40,-2.173,6.488
