 ,X,Y
1,0.255,1.045
2,2.193,3.646
3,0.288,0.930
4,3.426,3.003
5,0.374,0.758
6,4.204,1.607
7,0.518,0.570
8,4.074,1.938
9,0.605,0.383
10,5.283,0.973
11,0.518,0.225
12,4.952,-0.077
13,0.533,0.009
14,5.226,-0.337
15,0.533,-0.308
16,5.283,-1.431
17,0.389,-0.466
18,3.887,-3.129
19,0.302,-0.624
20,3.282,-3.057
21,0.173,-0.653
22,2.016,-3.288
23,0.072,-0.711
24,1.598,-3.302
25,-0.043,-0.725
26,-0.432,-3.820
27,-0.201,-0.711
28,-2.937,-2.625
29,-0.374,-0.596
30,-3.584,-2.741
31,-0.432,-0.423
32,-3.973,-2.510
33,-0.489,-0.178
34,-4.736,-1.071
35,-0.461,0.052
36,-5.297,-0.855
37,-0.504,0.268
38,-5.153,1.117
39,-0.417,0.455
40,-4.520,2.240
41,-0.389,0.628
42,-3.843,3.248
43,-0.302,0.801
44,-3.944,2.197
45,-0.201,0.973
46,-3.095,3.464
47,-0.057,1.132
48,-2.303,3.521
49,0.115,1.189
50,-0.072,4.270
