 ,X,Y
1,0.052,1.037
2,0.324,4.112
3,0.065,0.933
4,3.019,2.557
5,0.099,0.708
6,3.537,2.367
7,0.203,0.570
8,4.194,1.538
9,0.376,0.363
10,4.470,0.898
11,0.341,0.155
12,5.213,0.639
13,0.428,-0.052
14,5.161,-1.071
15,0.393,-0.311
16,4.764,-1.987
17,0.307,-0.518
18,4.108,-2.350
19,0.272,-0.812
20,3.278,-2.764
21,0.099,-0.864
22,2.639,-2.954
23,-0.091,-0.881
24,1.533,-3.438
25,-0.246,-0.743
26,-2.509,-3.213
27,-0.298,-0.639
28,-3.788,-2.056
29,-0.419,-0.484
30,-4.531,-1.589
31,-0.454,-0.242
32,-5.015,-1.019
33,-0.488,-0.017
34,-5.205,0.207
35,-0.454,0.190
36,-5.015,1.348
37,-0.384,0.432
38,-4.358,1.866
39,-0.246,0.726
40,-3.978,2.177
41,-0.143,0.881
42,-3.511,2.851
43,0.030,1.002
44,-1.628,3.974
